Entity,Code,Year,Oil - Proved reserves
Other Middle Africa (BP),,2005,54696399.05691147
Other Middle Africa (BP),,2006,56196800.06504059
Other Middle Africa (BP),,2007,56892441.67804718
Other Middle Africa (BP),,2008,56892441.67804718
Other Middle Africa (BP),,2009,51831999.349594116
Other Middle Africa (BP),,2010,51831999.349594116
Other Middle Africa (BP),,2011,51831999.349594116
Other Middle Africa (BP),,2012,51831999.349594116
Other Middle Africa (BP),,2013,51831999.349594116
Other Middle Africa (BP),,2014,62330708.849430084
Other Middle Africa (BP),,2015,63839292.776584625
Other Middle Africa (BP),,2016,57418945.240974426
Other Middle Africa (BP),,2017,53280567.07382202
Other Middle Africa (BP),,2018,51415979.42113876
Other Middle Africa (BP),,2019,51415979.42113876
Other Middle Africa (BP),,2020,51415979.42113876
Other Middle East (BP),,1980,30561647.683382034
Other Middle East (BP),,1981,28254851.10282898
Other Middle East (BP),,1982,26055399.948358536
Other Middle East (BP),,1983,25343120.139837265
Other Middle East (BP),,1984,23699499.756097794
Other Middle East (BP),,1985,24648844.37918663
Other Middle East (BP),,1986,19327879.94146347
Other Middle East (BP),,1987,17281879.860162735
Other Middle East (BP),,1988,15497631.561756134
Other Middle East (BP),,1989,13433081.701397896
Other Middle East (BP),,1990,9738960.22439003
Other Middle East (BP),,1991,9723819.994926453
Other Middle East (BP),,1992,8104615.238308907
Other Middle East (BP),,1993,8231876.295804977
Other Middle East (BP),,1994,7119398.19008112
Other Middle East (BP),,1995,15536915.0608778
Other Middle East (BP),,1996,29365555.328130722
Other Middle East (BP),,1997,29234612.36357689
Other Middle East (BP),,1998,22400972.539186478
Other Middle East (BP),,1999,20856923.19869995
Other Middle East (BP),,2000,20851467.91934967
Other Middle East (BP),,2001,17635155.94601631
Other Middle East (BP),,2002,17631064.4865036
Other Middle East (BP),,2003,17641975.045204163
Other Middle East (BP),,2004,17399184.626340866
Other Middle East (BP),,2005,17399184.626340866
Other Middle East (BP),,2006,17393727.3144722
Other Middle East (BP),,2007,17390999.674797058
Other Middle East (BP),,2008,17390999.674797058
Other Middle East (BP),,2009,42153057.36064911
Other Middle East (BP),,2010,37774614.38179016
Other Middle East (BP),,2011,88905516.8390274
Other Middle East (BP),,2012,38096520.57886124
Other Middle East (BP),,2013,35557433.569431305
Other Middle East (BP),,2014,32634109.12156105
Other Middle East (BP),,2015,29606028.67603302
Other Middle East (BP),,2016,20038531.70275688
Other Middle East (BP),,2017,18445372.653007507
Other Middle East (BP),,2018,21377971.482276917
Other Middle East (BP),,2019,26520251.13105774
Other Middle East (BP),,2020,24373452.365398407
Other Northern Africa (BP),,1980,10230.000485898927
Other Northern Africa (BP),,1981,43647.998897358775
Other Northern Africa (BP),,1982,39555.9994969517
Other Northern Africa (BP),,1983,30008.000234374776
Other Northern Africa (BP),,1984,34100.00161966309
Other Northern Africa (BP),,1985,34100.00161966309
Other Northern Africa (BP),,1986,40920.00194359571
Other Northern Africa (BP),,1987,368280.0095528364
Other Northern Africa (BP),,1988,354640.00096544623
Other Northern Africa (BP),,1989,340999.99237805605
Other Northern Africa (BP),,1990,272800.0129573047
Other Northern Africa (BP),,1991,291759.59853455424
Other Northern Africa (BP),,1992,218785.59864126146
Other Northern Africa (BP),,1993,144993.1925162673
Other Northern Africa (BP),,1994,236790.3928272426
Other Northern Africa (BP),,1995,162315.99738821387
Other Northern Africa (BP),,1996,162315.99738821387
Other Northern Africa (BP),,1997,268162.40940243006
Other Northern Africa (BP),,1998,268162.40940243006
Other Northern Africa (BP),,1999,259705.59264533222
Other Northern Africa (BP),,2000,245519.99578252435
Other Northern Africa (BP),,2001,245519.99578252435
Other Northern Africa (BP),,2002,218239.99448679388
Other Northern Africa (BP),,2003,218239.99448679388
Other Northern Africa (BP),,2004,218239.99448679388
Other Northern Africa (BP),,2005,145811.59874796867
Other Northern Africa (BP),,2006,134763.1940152496
Other Northern Africa (BP),,2007,114030.40287550539
Other Northern Africa (BP),,2008,102572.80296646059
Other Northern Africa (BP),,2009,102572.80296646059
Other Northern Africa (BP),,2010,93297.60379623622
Other Northern Africa (BP),,2011,93297.60379623622
Other Northern Africa (BP),,2012,93297.60379623622
Other Northern Africa (BP),,2013,93297.60379623622
Other Northern Africa (BP),,2014,93297.60379623622
Other Northern Africa (BP),,2015,93297.60379623622
Other Northern Africa (BP),,2016,93297.60379623622
Other Northern Africa (BP),,2017,93297.60379623622
Other Northern Africa (BP),,2018,93297.60379623622
Other Northern Africa (BP),,2019,93297.60379623622
Other Northern Africa (BP),,2020,93297.60379623622
Other South America (BP),,1980,94435446.52462006
Other South America (BP),,1981,99456197.8340149
Other South America (BP),,1982,105048599.00474548
Other South America (BP),,1983,56844153.106212616
Other South America (BP),,1984,51985178.06529999
Other South America (BP),,1985,51150000
Other South America (BP),,1986,49731440.37723541
Other South America (BP),,1987,63616959.65528488
Other South America (BP),,1988,62975878.965854645
Other South America (BP),,1989,63998877.99024582
Other South America (BP),,1990,41110960.79349518
Other South America (BP),,1991,39351401.49593353
Other South America (BP),,1992,40797241.5804863
Other South America (BP),,1993,44084478.28292847
Other South America (BP),,1994,45202960.95609665
Other South America (BP),,1995,38764881.73007965
Other South America (BP),,1996,39569641.12520218
Other South America (BP),,1997,40360758.25691223
Other South America (BP),,1998,41451960.46829224
Other South America (BP),,1999,65840278.673172
Other South America (BP),,2000,71869159.10243988
Other South America (BP),,2001,76806837.32032776
Other South America (BP),,2002,78007161.37886047
Other South America (BP),,2003,79834923.86341095
Other South America (BP),,2004,79889476.65691376
Other South America (BP),,2005,79753078.41300964
Other South America (BP),,2006,79807639.336586
Other South America (BP),,2007,76670439.07642365
Other South America (BP),,2008,75524675.94146729
Other South America (BP),,2009,75524675.94146729
Other South America (BP),,2010,75541497.06363678
Other South America (BP),,2011,40043738.23404312
Other South America (BP),,2012,40579465.36540985
Other South America (BP),,2013,42830581.1047554
Other South America (BP),,2014,44182839.97774124
Other South America (BP),,2015,41655631.00576401
Other South America (BP),,2016,41736557.75785446
Other South America (BP),,2017,48983624.01723862
Other South America (BP),,2018,47566267.64535904
Other South America (BP),,2019,68136589.49136734
Other South America (BP),,2020,82657482.1472168
Other South and Central America (BP),,1980,97348134.80377197
Other South and Central America (BP),,1981,103424478.60240936
Other South and Central America (BP),,1982,112552095.91388702
Other South and Central America (BP),,1983,64832283.69951248
Other South and Central America (BP),,1984,60005906.18848801
Other South and Central America (BP),,1985,59388561.2487793
Other South and Central America (BP),,1986,58515598.66666794
Other South and Central America (BP),,1987,84038765.38276672
Other South and Central America (BP),,1988,82958481.86016083
Other South and Central America (BP),,1989,87294632.19642639
Other South and Central America (BP),,1990,84183765.24448395
Other South and Central America (BP),,1991,82186043.57242584
Other South and Central America (BP),,1992,86558348.34575653
Other South and Central America (BP),,1993,117467814.80312347
Other South and Central America (BP),,1994,130606273.81801605
Other South and Central America (BP),,1995,136252821.27857208
Other South and Central America (BP),,1996,142542221.78459167
Other South and Central America (BP),,1997,145281406.1641693
Other South and Central America (BP),,1998,147100981.6646576
Other South and Central America (BP),,1999,174231362.29515076
Other South and Central America (BP),,2000,181058445.21522522
Other South and Central America (BP),,2001,186950927.400589
Other South and Central America (BP),,2002,221786406.37397766
Other South and Central America (BP),,2003,200891141.74842834
Other South and Central America (BP),,2004,200263711.45248413
Other South and Central America (BP),,2005,200535272.16911316
Other South and Central America (BP),,2006,115142329.21600342
Other South and Central America (BP),,2007,111916202.21138
Other South and Central America (BP),,2008,110766349.64942932
Other South and Central America (BP),,2009,104926924.32403564
Other South and Central America (BP),,2010,104943745.44620514
Other South and Central America (BP),,2011,69510096.31156921
Other South and Central America (BP),,2012,70045819.37789917
Other South and Central America (BP),,2013,72376183.00914764
Other South and Central America (BP),,2014,73685612.65468597
Other South and Central America (BP),,2015,71129623.22235107
Other South and Central America (BP),,2016,71178769.51694489
Other South and Central America (BP),,2017,78487494.25411224
Other South and Central America (BP),,2018,78213844.10858154
Other South and Central America (BP),,2019,98449857.33032227
Other South and Central America (BP),,2020,112500169.13414001
Other Western Africa (BP),,1980,7679319.912195206
Other Western Africa (BP),,1981,11261184.38243866
Other Western Africa (BP),,1982,15808760.330080986
Other Western Africa (BP),,1983,28889519.196748734
Other Western Africa (BP),,1984,28889519.196748734
Other Western Africa (BP),,1985,31208319.83089447
Other Western Africa (BP),,1986,31010539.531707764
Other Western Africa (BP),,1987,30144400.11382103
Other Western Africa (BP),,1988,30144400.11382103
Other Western Africa (BP),,1989,27416400.682926178
Other Western Africa (BP),,1990,27349563.348293304
Other Western Africa (BP),,1991,16423924.377560616
Other Western Africa (BP),,1992,16423924.377560616
Other Western Africa (BP),,1993,9603923.7678051
Other Western Africa (BP),,1994,10572363.901138306
Other Western Africa (BP),,1995,19765723.019838333
Other Western Africa (BP),,1996,19835287.994146347
Other Western Africa (BP),,1997,17013171.783089638
Other Western Africa (BP),,1998,17013171.783089638
Other Western Africa (BP),,1999,17013171.783089638
Other Western Africa (BP),,2000,17013171.783089638
Other Western Africa (BP),,2001,17013171.783089638
Other Western Africa (BP),,2002,17013171.783089638
Other Western Africa (BP),,2003,17013171.783089638
Other Western Africa (BP),,2004,17013171.783089638
Other Western Africa (BP),,2005,17011807.963252068
Other Western Africa (BP),,2006,30418564.4865036
Other Western Africa (BP),,2007,30418564.4865036
Other Western Africa (BP),,2008,30418564.4865036
Other Western Africa (BP),,2009,30418564.4865036
Other Western Africa (BP),,2010,118396561.88488007
Other Western Africa (BP),,2011,107484564.16130066
Other Western Africa (BP),,2012,107483198.3089447
Other Western Africa (BP),,2013,107483198.3089447
Other Western Africa (BP),,2014,107483198.3089447
Other Western Africa (BP),,2015,140082793.2357788
Other Western Africa (BP),,2016,139946403.12194824
Other Western Africa (BP),,2017,135223188.11416626
Other Western Africa (BP),,2018,126371155.90572357
Other Western Africa (BP),,2019,117156953.31096649
Other Western Africa (BP),,2020,128746332.50236511
Peru,PER,1980,85719901.9908905
Peru,PER,1981,120309844.61307526
Peru,PER,1982,105729777.21691132
Peru,PER,1983,94978592.34809875
Peru,PER,1984,91448831.48670197
Peru,PER,1985,80339598.17886353
Peru,PER,1986,73083117.29431152
Peru,PER,1987,65526559.46016312
Peru,PER,1988,116349197.98374176
Peru,PER,1989,115530800.39024353
Peru,PER,1990,112284478.28292847
Peru,PER,1991,112093519.115448
Peru,PER,1992,109474643.56422424
Peru,PER,1993,109047302.50835419
Peru,PER,1994,113333672.40428925
Peru,PER,1995,110226203.8230896
Peru,PER,1996,105508265.23303986
Peru,PER,1997,103447120.85723877
Peru,PER,1998,127859040.66562653
Peru,PER,1999,121477843.49918365
Peru,PER,2000,123526565.12260437
Peru,PER,2001,133586888.86165619
Peru,PER,2002,129974331.33125305
Peru,PER,2003,126791025.4240036
Peru,PER,2004,149672133.68415833
Peru,PER,2005,147074396.3241577
Peru,PER,2006,149670084.9056244
Peru,PER,2007,152969870.3765869
Peru,PER,2008,152969870.3765869
Peru,PER,2009,152969870.3765869
Peru,PER,2010,169136001.30081177
Peru,PER,2011,164525680.49430847
Peru,PER,2012,194056286.4780426
Peru,PER,2013,220552244.94934082
Peru,PER,2014,192302987.33711243
Peru,PER,2015,161945666.6946411
Peru,PER,2016,167035580.53970337
Peru,PER,2017,134364229.58374023
Peru,PER,2018,117152595.5915451
Peru,PER,2019,109553302.02579498
Peru,PER,2020,101801602.10132599
Qatar,QAT,1980,488994005.2032471
Qatar,QAT,1981,470580006.50405884
Qatar,QAT,1982,467169993.49594116
Qatar,QAT,1983,454211989.59350586
Qatar,QAT,1984,613800000
Qatar,QAT,1985,613800000
Qatar,QAT,1986,613800000
Qatar,QAT,1987,613800000
Qatar,QAT,1988,613800000
Qatar,QAT,1989,613800000
Qatar,QAT,1990,408245204.16259766
Qatar,QAT,1991,408245204.16259766
Qatar,QAT,1992,425704407.02438354
Qatar,QAT,1993,425704407.02438354
Qatar,QAT,1994,477400000
Qatar,QAT,1995,504680006.50405884
Qatar,QAT,1996,504680006.50405884
Qatar,QAT,1997,1705000000
Qatar,QAT,1998,1839422245.7885742
Qatar,QAT,1999,1787221970.3674316
Qatar,QAT,2000,2300617773.4375
Qatar,QAT,2001,2296443988.800049
Qatar,QAT,2002,3764039857.48291
Qatar,QAT,2003,3684941396.331787
Qatar,QAT,2004,3664361513.519287
Qatar,QAT,2005,3806951296.234131
Qatar,QAT,2006,3742297569.2749023
Qatar,QAT,2007,3726857193.7561035
Qatar,QAT,2008,3660021224.975586
Qatar,QAT,2009,3533714743.8049316
Qatar,QAT,2010,3366897602.081299
Qatar,QAT,2011,3259959947.9675293
Qatar,QAT,2012,3441235612.487793
Qatar,QAT,2013,3418593162.536621
Qatar,QAT,2014,3506161989.593506
Qatar,QAT,2015,3443281529.23584
Qatar,QAT,2016,3443281529.23584
Qatar,QAT,2017,3443281529.23584
Qatar,QAT,2018,3443281529.23584
Qatar,QAT,2019,3443281529.23584
Qatar,QAT,2020,3443281529.23584
Romania,ROU,1980,148702329.73098755
Romania,ROU,1981,137151966.76254272
Romania,ROU,1982,130843062.21008301
Romania,ROU,1983,217549808.78829956
Romania,ROU,1984,206045836.019516
Romania,ROU,1985,196688804.29267883
Romania,ROU,1986,185776798.43902588
Romania,ROU,1987,175410401.82113647
Romania,ROU,1988,167908392.7154541
Romania,ROU,1989,163543600.13008118
Romania,ROU,1990,207327997.39837646
Romania,ROU,1991,203372407.67478943
Romania,ROU,1992,169790716.12358093
Romania,ROU,1993,137423007.15446472
Romania,ROU,1994,136454552.7935028
Romania,ROU,1995,137191121.19674683
Romania,ROU,1996,133726563.52519989
Romania,ROU,1997,127029317.87967682
Romania,ROU,1998,158619556.04553223
Romania,ROU,1999,167130913.78211975
Romania,ROU,2000,159574351.88293457
Romania,ROU,2001,157405605.98373413
Romania,ROU,2002,69304836.34471893
Romania,ROU,2003,67354321.94471359
Romania,ROU,2004,63862479.746341705
Romania,ROU,2005,62525761.50894165
Romania,ROU,2006,65158279.32357788
Romania,ROU,2007,65471998.53658676
Romania,ROU,2008,65471998.53658676
Romania,ROU,2009,81840003.25202942
Romania,ROU,2010,81840003.25202942
Romania,ROU,2011,81840003.25202942
Romania,ROU,2012,81840003.25202942
Romania,ROU,2013,81840003.25202942
Romania,ROU,2014,81840003.25202942
Romania,ROU,2015,81840003.25202942
Romania,ROU,2016,81840003.25202942
Romania,ROU,2017,81840003.25202942
Romania,ROU,2018,81840003.25202942
Romania,ROU,2019,81840003.25202942
Romania,ROU,2020,81840003.25202942
Russia,RUS,1991,15842759265.136719
Russia,RUS,1992,15842759265.136719
Russia,RUS,1993,15696459567.260742
Russia,RUS,1994,15696459567.260742
Russia,RUS,1995,15496026327.514648
Russia,RUS,1996,15496026327.514648
Russia,RUS,1997,15428475692.749023
Russia,RUS,1998,15428475692.749023
Russia,RUS,1999,15292079855.34668
Russia,RUS,2000,15292079855.34668
Russia,RUS,2001,15180661685.180664
Russia,RUS,2002,14959977407.836914
Russia,RUS,2003,14699377981.567383
Russia,RUS,2004,14385245468.139648
Russia,RUS,2005,14240816857.910156
Russia,RUS,2006,14190199670.410156
Russia,RUS,2007,14516647229.003906
Russia,RUS,2008,14508344927.978516
Russia,RUS,2009,14398922723.388672
Russia,RUS,2010,14431168286.132812
Russia,RUS,2011,14418768948.364258
Russia,RUS,2012,14389052163.69629
Russia,RUS,2013,14324239477.539062
Russia,RUS,2014,14071555230.71289
Russia,RUS,2015,13963977056.884766
Russia,RUS,2016,14496986239.624023
Russia,RUS,2017,14539085711.669922
Russia,RUS,2018,14624914312.74414
Russia,RUS,2019,14704497976.68457
Russia,RUS,2020,14704497976.68457
Saudi Arabia,SAU,1980,22919291833.496094
Saudi Arabia,SAU,1981,22894740832.51953
Saudi Arabia,SAU,1982,22572016717.529297
Saudi Arabia,SAU,1983,23030868182.373047
Saudi Arabia,SAU,1984,23421244915.771484
Saudi Arabia,SAU,1985,23391236749.26758
Saudi Arabia,SAU,1986,23153082049.560547
Saudi Arabia,SAU,1987,23131394915.771484
Saudi Arabia,SAU,1988,34780499383.54492
Saudi Arabia,SAU,1989,35470818334.96094
Saudi Arabia,SAU,1990,35510650231.93359
Saudi Arabia,SAU,1991,35591671032.71484
Saudi Arabia,SAU,1992,35628089599.609375
Saudi Arabia,SAU,1993,35648823498.53516
Saudi Arabia,SAU,1994,35651412634.27734
Saudi Arabia,SAU,1995,35661781665.03906
Saudi Arabia,SAU,1996,35660961633.30078
Saudi Arabia,SAU,1997,35674190368.65234
Saudi Arabia,SAU,1998,35674327734.375
Saudi Arabia,SAU,1999,35843737133.78906
Saudi Arabia,SAU,2000,35841281201.171875
Saudi Arabia,SAU,2001,35831869567.87109
Saudi Arabia,SAU,2002,35844557165.52734
Saudi Arabia,SAU,2003,35836373498.53516
Saudi Arabia,SAU,2004,36051883666.99219
Saudi Arabia,SAU,2005,36038380200.19531
Saudi Arabia,SAU,2006,36043837365.72266
Saudi Arabia,SAU,2007,36038109631.34766
Saudi Arabia,SAU,2008,36018191601.5625
Saudi Arabia,SAU,2009,36090075500.48828
Saudi Arabia,SAU,2010,36079981201.171875
Saudi Arabia,SAU,2011,36201241833.49609
Saudi Arabia,SAU,2012,36261940832.51953
Saudi Arabia,SAU,2013,36253619799.80469
Saudi Arabia,SAU,2014,36361239599.609375
Saudi Arabia,SAU,2015,36344460168.45703
Saudi Arabia,SAU,2016,36310772265.625
Saudi Arabia,SAU,2017,40368672265.625
Saudi Arabia,SAU,2018,40602323034.66797
Saudi Arabia,SAU,2019,40589639599.609375
Saudi Arabia,SAU,2020,40582683898.92578
South America,,1980,3511598602.294922
South America,,1981,3574361729.4311523
South America,,1982,4263514373.0163574
South America,,1983,4426848200.98877
South America,,1984,4802514314.27002
South America,,1985,8420913204.956055
South America,,1986,8652472789.001465
South America,,1987,9095997048.950195
South America,,1988,9254872994.995117
South America,,1989,9289678555.297852
South America,,1990,9553940026.855469
South America,,1991,9962151409.91211
South America,,1992,10440068612.670898
South America,,1993,10648016381.835938
South America,,1994,10754521646.118164
South America,,1995,11043059387.207031
South America,,1996,11979672998.046875
South America,,1997,12335545959.472656
South America,,1998,12594463696.289062
South America,,1999,12865592413.330078
South America,,2000,12870537579.345703
South America,,2001,13074823303.222656
South America,,2002,13206196966.552734
South America,,2003,13269709881.591797
South America,,2004,13676382144.16504
South America,,2005,13601837304.6875
South America,,2006,14694381823.730469
South America,,2007,16411760348.510742
South America,,2008,26349915423.583984
South America,,2009,31680025982.666016
South America,,2010,43516070629.88281
South America,,2011,43735610192.87109
South America,,2012,43820685363.76953
South America,,2013,44001566882.32422
South America,,2014,44257533337.40234
South America,,2015,43904395202.63672
South America,,2016,43959353979.49219
South America,,2017,43956356909.17969
South America,,2018,44182727294.921875
South America,,2019,44134720056.15234
South America,,2020,44044154418.94531
South Sudan,SSD,2012,477400000
South Sudan,SSD,2013,477400000
South Sudan,SSD,2014,477400000
South Sudan,SSD,2015,477400000
South Sudan,SSD,2016,477400000
South Sudan,SSD,2017,477400000
South Sudan,SSD,2018,477400000
South Sudan,SSD,2019,477400000
South Sudan,SSD,2020,477400000
South and Central America (BP),,1980,3592395663.4521484
South and Central America (BP),,1981,3656214269.256592
South and Central America (BP),,1982,4357359096.5271
South and Central America (BP),,1983,4508492350.769043
South and Central America (BP),,1984,4888283078.00293
South and Central America (BP),,1985,8512628759.765625
South and Central America (BP),,1986,8738186398.31543
South and Central America (BP),,1987,9200918444.824219
South and Central America (BP),,1988,9358468603.515625
South and Central America (BP),,1989,9397350387.573242
South and Central America (BP),,1990,9679152005.004883
South and Central America (BP),,1991,10083088400.268555
South and Central America (BP),,1992,10559622579.956055
South and Central America (BP),,1993,10797798092.651367
South and Central America (BP),,1994,10916309329.223633
South and Central America (BP),,1995,11230106753.54004
South and Central America (BP),,1996,12181221813.964844
South and Central America (BP),,1997,12536792987.060547
South and Central America (BP),,1998,12801058621.21582
South and Central America (BP),,1999,13085964495.84961
South and Central America (BP),,2000,13095812161.254883
South and Central America (BP),,2001,13315922000.12207
South and Central America (BP),,2002,13503435577.392578
South and Central America (BP),,2003,13512308154.296875
South and Central America (BP),,2004,13907104525.756836
South and Central America (BP),,2005,13832148629.760742
South and Central America (BP),,2006,14837991442.871094
South and Central America (BP),,2007,16565810803.222656
South and Central America (BP),,2008,26498368225.097656
South and Central America (BP),,2009,31822640740.966797
South and Central America (BP),,2010,43658681225.58594
South and Central America (BP),,2011,43878287390.13672
South and Central America (BP),,2012,43963366723.63281
South and Central America (BP),,2013,44144323168.94531
South and Central America (BP),,2014,44400247998.046875
South and Central America (BP),,2015,44033206787.109375
South and Central America (BP),,2016,44021938635.25391
South and Central America (BP),,2017,44019004003.90625
South and Central America (BP),,2018,44246514941.40625
South and Central America (BP),,2019,44198174694.82422
South and Central America (BP),,2020,44107138684.08203
Sudan,SDN,1980,0
Sudan,SDN,1981,27280000.406503677
Sudan,SDN,1982,54560000.813007355
Sudan,SDN,1983,40920001.62601471
Sudan,SDN,1984,40920001.62601471
Sudan,SDN,1985,40920001.62601471
Sudan,SDN,1986,40920001.62601471
Sudan,SDN,1987,40920001.62601471
Sudan,SDN,1988,40920001.62601471
Sudan,SDN,1989,40920001.62601471
Sudan,SDN,1990,40920001.62601471
Sudan,SDN,1991,40920001.62601471
Sudan,SDN,1992,40920001.62601471
Sudan,SDN,1993,40920001.62601471
Sudan,SDN,1994,40920001.62601471
Sudan,SDN,1995,40920001.62601471
Sudan,SDN,1996,40920001.62601471
Sudan,SDN,1997,35750441.51544571
Sudan,SDN,1998,35750441.51544571
Sudan,SDN,1999,35750441.51544571
Sudan,SDN,2000,35750441.51544571
Sudan,SDN,2001,76793203.18698883
Sudan,SDN,2002,76793203.18698883
Sudan,SDN,2003,76793203.18698883
Sudan,SDN,2004,76793203.18698883
Sudan,SDN,2005,76793203.18698883
Sudan,SDN,2006,682000000
Sudan,SDN,2007,682000000
Sudan,SDN,2008,682000000
Sudan,SDN,2009,682000000
Sudan,SDN,2010,682000000
Sudan,SDN,2011,682000000
Sudan,SDN,2012,204600000
Sudan,SDN,2013,204600000
Sudan,SDN,2014,204600000
Sudan,SDN,2015,204600000
Sudan,SDN,2016,204600000
Sudan,SDN,2017,204600000
Sudan,SDN,2018,204600000
Sudan,SDN,2019,204600000
Sudan,SDN,2020,204600000
Syria,SYR,1980,198056624.12643433
Syria,SYR,1981,257795998.04878235
Syria,SYR,1982,238700000
Syria,SYR,1983,199144005.20324707
Syria,SYR,1984,190619005.20324707
Syria,SYR,1985,210055994.79675293
Syria,SYR,1986,220968000.65040588
Syria,SYR,1987,234608003.9024353
Syria,SYR,1988,245519993.49594116
Syria,SYR,1989,272800000
Syria,SYR,1990,256431999.34959412
Syria,SYR,1991,409200000
Syria,SYR,1992,409200000
Syria,SYR,1993,402380006.50405884
Syria,SYR,1994,361460013.0081177
Syria,SYR,1995,348965748.500824
Syria,SYR,1996,334180006.50405884
Syria,SYR,1997,319858003.9024353
Syria,SYR,1998,313719993.49594116
Syria,SYR,1999,313719993.49594116
Syria,SYR,2000,317130006.50405884
Syria,SYR,2001,317130006.50405884
Syria,SYR,2002,310991996.0975647
Syria,SYR,2003,326677997.39837646
Syria,SYR,2004,430887589.07318115
Syria,SYR,2005,409200000
Syria,SYR,2006,409200000
Syria,SYR,2007,341000000
Syria,SYR,2008,341000000
Syria,SYR,2009,341000000
Syria,SYR,2010,341000000
Syria,SYR,2011,341000000
Syria,SYR,2012,341000000
Syria,SYR,2013,341000000
Syria,SYR,2014,341000000
Syria,SYR,2015,341000000
Syria,SYR,2016,341000000
Syria,SYR,2017,341000000
Syria,SYR,2018,341000000
Syria,SYR,2019,341000000
Syria,SYR,2020,341000000
Thailand,THA,1980,57151.598506607115
Thailand,THA,1981,2074575.7654309273
Thailand,THA,1982,4091999.9085366726
Thailand,THA,1983,4091999.9085366726
Thailand,THA,1984,7911199.772357941
Thailand,THA,1985,14867599.642276764
Thailand,THA,1986,14185600.292682648
Thailand,THA,1987,14185600.292682648
Thailand,THA,1988,14185600.292682648
Thailand,THA,1989,31467480.152845383
Thailand,THA,1990,35654961.931705475
Thailand,THA,1991,30007999.83739853
Thailand,THA,1992,24361039.77560997
Thailand,THA,1993,29748839.515447617
Thailand,THA,1994,31481120.38373947
Thailand,THA,1995,40265278.673172
Thailand,THA,1996,32899680.00650406
Thailand,THA,1997,40415319.18048859
Thailand,THA,1998,52964120.221138
Thailand,THA,1999,48895307.02829361
Thailand,THA,2000,70245998.04878235
Thailand,THA,2001,79657598.82926941
Thailand,THA,2002,94388796.16260529
Thailand,THA,2003,68200000
Thailand,THA,2004,71923720.02601624
Thailand,THA,2005,61789201.23577118
Thailand,THA,2006,62880399.38211441
Thailand,THA,2007,62880399.38211441
Thailand,THA,2008,61925599.47967529
Thailand,THA,2009,59334000.32520294
Thailand,THA,2010,60288800.22764206
Thailand,THA,2011,61826026.40390396
Thailand,THA,2012,61219047.30796814
Thailand,THA,2013,62989521.22926712
Thailand,THA,2014,55218813.19284439
Thailand,THA,2015,54063505.35154343
Thailand,THA,2016,47656796.01430893
Thailand,THA,2017,43988998.69918823
Thailand,THA,2018,39910640.79999924
Thailand,THA,2019,34475101.26829147
Thailand,THA,2020,34475101.26829147
Total Non-OPEC (BP),,1980,35551789184.57031
Total Non-OPEC (BP),,1981,36145042602.53906
Total Non-OPEC (BP),,1982,36300386584.47266
Total Non-OPEC (BP),,1983,36726049658.203125
Total Non-OPEC (BP),,1984,33678020825.195312
Total Non-OPEC (BP),,1985,33923614086.914062
Total Non-OPEC (BP),,1986,33732326074.21875
Total Non-OPEC (BP),,1987,33681365472.41211
Total Non-OPEC (BP),,1988,33939983502.197266
Total Non-OPEC (BP),,1989,32901875354.003906
Total Non-OPEC (BP),,1990,32762642706.29883
Total Non-OPEC (BP),,1991,41803985888.671875
Total Non-OPEC (BP),,1992,42112904748.53516
Total Non-OPEC (BP),,1993,41817214624.02344
Total Non-OPEC (BP),,1994,42987741247.55859
Total Non-OPEC (BP),,1995,43077682495.11719
Total Non-OPEC (BP),,1996,43438629663.08594
Total Non-OPEC (BP),,1997,46790752905.27344
Total Non-OPEC (BP),,1998,47373537390.13672
Total Non-OPEC (BP),,1999,62886931115.72266
Total Non-OPEC (BP),,2000,63830858410.64453
Total Non-OPEC (BP),,2001,63849644213.86719
Total Non-OPEC (BP),,2002,65669344592.28516
Total Non-OPEC (BP),,2003,64513636816.40625
Total Non-OPEC (BP),,2004,64464547302.24609
Total Non-OPEC (BP),,2005,64329100537.109375
Total Non-OPEC (BP),,2006,64501061608.88672
Total Non-OPEC (BP),,2007,67665526623.53516
Total Non-OPEC (BP),,2008,67077871899.41406
Total Non-OPEC (BP),,2009,67134549829.10156
Total Non-OPEC (BP),,2010,68083060144.04297
Total Non-OPEC (BP),,2011,68620476477.05078
Total Non-OPEC (BP),,2012,69633661071.77734
Total Non-OPEC (BP),,2013,70030302514.64844
Total Non-OPEC (BP),,2014,70328702490.23438
Total Non-OPEC (BP),,2015,68627711071.77734
Total Non-OPEC (BP),,2016,68600466870.11719
Total Non-OPEC (BP),,2017,70218759960.9375
Total Non-OPEC (BP),,2018,71333278833.00781
Total Non-OPEC (BP),,2019,70940246362.30469
Total Non-OPEC (BP),,2020,70613790478.51562
Total OPEC (BP),,1980,57557711352.53906
Total OPEC (BP),,1981,58126659362.79297
Total OPEC (BP),,1982,62212752636.71875
Total OPEC (BP),,1983,63410540112.30469
Total OPEC (BP),,1984,68125722607.421875
Total OPEC (BP),,1985,71684885131.83594
Total OPEC (BP),,1986,86243220776.36719
Total OPEC (BP),,1987,90593468334.96094
Total OPEC (BP),,1988,102390569799.80469
Total OPEC (BP),,1989,103521955517.57812
Total OPEC (BP),,1990,103760913598.63281
Total OPEC (BP),,1991,104532775756.83594
